159.236.122.249	25	212.187.153.196	37	0	2
159.105.213.249	80	212.176.224.212	80	0	2
212.218.173.196	37	212.156.143.196	80	0	2
212.218.173.196	37	159.241.246.186	37	1	2
212.143.180.186	53	135.139.203.249	53	0	2
212.143.180.186	53	212.193.161.242	42	1	2
135.151.212.186	80	108.173.197.249	25	0	2
229.115.152.196	37	159.233.129.212	80	0	2
135.255.140.196	25	159.201.183.212	53	0	2
108.167.123.242	37	159.199.188.186	42	0	2
135.255.140.196	25	108.213.181.186	80	1	2
108.167.123.242	37	159.249.161.196	80	1	2
108.199.135.212	42	212.220.129.212	25	0	2
212.231.185.186	25	159.237.133.186	53	0	2
135.251.161.196	80	108.183.205.186	37	0	2
135.100.245.186	53	159.209.190.242	53	0	2
159.106.253.196	37	108.183.205.186	37	1	2
212.184.245.249	53	229.228.121.242	42	0	2
212.189.201.249	42	212.220.123.212	25	0	2
229.144.152.196	37	212.127.193.212	25	0	2
135.246.187.186	80	229.224.197.186	37	0	2
212.198.108.196	53	212.161.202.186	42	0	2
229.144.152.196	37	212.118.143.242	53	1	2
212.253.187.186	80	212.190.207.242	25	0	2
229.230.180.212	80	135.189.220.212	37	0	2
108.248.238.186	80	135.125.149.212	80	0	2
135.226.199.186	25	108.100.181.186	53	0	2
229.230.180.212	80	159.137.107.242	53	1	2
159.186.233.196	25	135.191.237.242	42	0	2
159.118.184.186	80	229.229.253.242	53	0	2
229.169.118.212	37	229.229.253.242	53	1	2
159.186.233.196	25	108.229.192.186	25	1	2
159.178.237.186	37	108.247.172.196	80	0	2
108.157.230.186	37	159.155.246.196	25	0	2
159.154.181.196	53	108.128.138.212	37	0	2
229.180.186.242	80	229.104.171.196	37	0	2
212.141.186.186	37	212.113.172.186	53	0	2
135.226.186.242	53	135.117.144.242	37	0	2
229.187.180.212	42	212.177.241.186	37	0	2
135.163.164.212	42	212.113.172.186	53	1	2
135.148.157.186	42	229.102.252.212	80	0	2
159.105.223.249	80	135.174.216.186	37	0	2
212.200.137.186	80	159.121.254.212	53	0	2
135.132.236.212	53	212.117.248.212	25	0	2
108.180.183.186	25	108.167.135.249	80	0	2
135.246.203.249	53	135.114.159.186	25	0	2
212.133.157.196	80	135.114.159.186	25	1	2
212.248.123.196	80	108.202.105.186	80	0	2
108.114.109.186	53	229.230.252.249	42	0	2
108.223.239.196	42	229.255.159.196	53	0	2
229.121.205.249	80	212.103.159.186	42	0	2
159.211.101.242	80	159.153.121.212	80	0	2
108.223.239.196	42	229.209.233.196	53	1	2
212.148.166.186	25	135.126.225.249	25	0	2
108.179.219.249	37	229.229.237.242	80	0	2
229.163.224.212	37	159.100.245.212	25	0	2
229.163.224.212	37	159.203.162.212	37	1	2
159.205.116.249	42	229.193.180.196	80	0	2
212.108.181.186	80	135.112.185.249	80	0	2
108.220.141.249	25	135.113.245.249	37	0	2
229.250.221.196	53	159.219.139.242	53	0	2
159.213.118.196	25	108.229.189.249	42	0	2
135.238.107.196	37	108.148.214.249	53	0	2
229.134.143.212	53	135.255.240.212	53	0	2
159.166.203.196	25	108.172.168.242	25	0	2
212.111.208.212	25	229.117.129.242	37	0	3
135.224.153.196	42	212.183.216.212	80	0	3
135.205.108.249	25	135.200.168.212	53	0	3
108.197.191.196	25	108.127.145.212	80	0	3
212.239.150.242	25	229.249.129.212	53	0	3
108.243.143.242	37	159.132.204.249	25	0	3
108.197.191.196	25	229.119.184.186	25	1	3
229.169.206.249	25	159.132.204.249	25	1	3
229.102.234.242	53	229.232.201.212	80	0	3
135.180.225.212	53	159.253.209.186	42	0	3
159.236.191.212	42	212.227.175.249	25	0	3
135.110.165.186	37	159.231.175.196	80	0	3
159.236.191.212	42	229.236.139.196	80	1	3
135.110.165.186	37	212.112.231.196	42	1	3
159.177.107.249	25	212.114.251.249	53	0	3
135.142.114.212	80	108.119.186.196	53	0	3
135.194.107.186	42	212.239.194.186	37	0	3
108.131.218.186	37	212.114.251.249	53	1	3
212.151.185.186	42	108.129.144.196	53	0	3
135.146.185.249	53	229.212.136.242	25	0	3
159.175.217.249	42	229.142.136.249	25	0	3
108.193.193.212	53	108.177.220.249	53	0	3
108.193.193.212	53	229.212.188.242	37	1	3
159.108.223.242	25	135.199.113.212	25	0	3
108.193.160.196	80	212.168.199.249	80	0	3
159.108.223.242	25	108.211.164.196	53	1	3
135.117.213.212	80	212.145.154.249	42	0	3
212.140.195.242	25	212.137.208.186	80	0	3
229.195.120.212	37	212.158.189.212	25	0	3
135.153.160.249	53	229.164.163.196	53	0	3
159.161.111.212	25	135.234.112.242	80	0	3
108.214.169.196	37	135.234.112.242	80	1	3
159.156.226.212	37	135.248.111.212	80	0	3
159.156.226.212	37	229.173.154.242	42	1	3
212.216.137.186	25	159.167.237.186	53	0	3
159.206.184.242	80	159.167.237.186	53	1	3
212.247.118.196	25	135.219.117.186	25	0	3
135.175.148.186	80	229.102.112.242	80	0	3
229.164.124.242	42	159.114.245.196	80	0	3
229.164.124.242	42	108.226.155.242	53	1	3
108.119.228.186	42	108.230.183.249	53	0	3
108.112.110.186	37	159.162.130.196	53	0	3
212.133.182.249	25	229.102.252.242	42	0	3
212.228.126.249	53	212.124.140.196	53	0	3
229.223.247.196	37	212.127.192.249	25	0	3
212.133.182.249	25	135.192.220.186	53	1	3
229.246.150.249	42	212.213.242.196	53	0	3
135.205.254.196	42	135.183.112.249	80	0	3
212.162.120.212	37	212.133.134.212	37	0	3
159.136.145.196	53	108.111.137.196	37	0	3
229.183.100.249	37	159.133.231.242	53	0	3
212.162.215.212	53	159.128.237.212	53	0	3
159.254.180.212	42	108.111.137.196	37	1	3
212.162.215.212	53	229.111.103.212	53	1	3
212.182.123.212	80	229.209.253.186	80	0	3
159.152.167.242	42	229.193.177.212	25	0	3
108.172.191.196	53	135.170.176.196	53	0	3
159.171.121.212	42	108.149.152.196	25	0	3
135.204.186.196	42	108.151.249.242	42	0	3
212.140.183.212	25	159.130.138.186	42	0	3
229.153.185.212	53	135.128.170.186	37	0	3
108.228.220.196	37	212.157.161.242	80	0	3
135.193.141.212	80	108.112.134.249	42	0	3
229.163.123.186	25	135.128.170.186	37	1	3
135.147.178.196	25	159.184.146.196	80	0	3
212.238.122.186	37	159.254.189.242	80	0	3
159.140.157.249	37	159.105.237.196	53	0	3
212.221.180.242	80	108.131.156.242	53	0	3
159.247.114.186	80	229.234.220.242	37	0	3
108.174.139.196	42	229.140.145.242	37	0	3
108.131.147.242	80	135.222.243.242	37	0	3
135.238.240.186	25	229.234.220.242	37	1	3
212.223.133.249	37	108.151.158.249	25	0	3
135.199.214.196	37	212.243.252.186	37	0	3
212.205.182.212	42	212.209.135.242	25	0	3
108.151.156.242	42	135.202.201.196	53	0	3
108.195.184.196	80	159.190.136.212	80	0	3
108.197.109.196	37	212.227.128.242	53	0	3
212.125.209.249	80	229.158.147.249	80	0	3
159.141.227.212	42	212.207.243.196	42	0	3
108.227.127.212	80	212.142.113.242	42	0	4
159.186.184.249	25	159.206.181.249	25	0	4
212.104.225.186	25	108.254.255.186	53	0	4
212.145.210.196	80	108.176.171.196	25	0	4
229.160.122.196	37	135.114.166.249	42	0	4
229.156.241.242	53	229.208.224.186	37	0	4
212.215.208.249	53	229.208.224.186	37	1	4
212.196.170.186	37	212.159.254.186	80	0	4
135.154.159.212	53	229.253.114.186	53	0	4
135.243.189.249	25	212.159.254.186	80	1	4
135.154.159.212	53	108.191.231.249	37	1	4
229.211.161.249	42	108.208.204.249	42	0	4
108.238.100.196	25	212.109.206.212	42	0	4
212.211.164.249	42	108.187.100.249	42	0	4
212.129.151.186	80	135.254.100.186	37	0	4
212.211.164.249	42	229.157.165.212	42	1	4
229.140.196.242	25	135.254.100.186	37	1	4
135.205.243.196	53	212.223.138.242	42	0	4
135.124.233.249	42	159.236.171.242	37	0	4
135.254.195.242	37	159.236.171.242	37	1	4
212.233.188.212	37	229.207.167.242	25	0	4
159.169.219.186	25	229.212.214.186	42	0	4
212.137.169.249	25	212.111.231.249	80	0	4
159.164.129.186	37	212.183.202.196	53	0	4
108.181.189.212	37	212.126.157.196	42	0	4
212.219.125.212	37	212.111.231.249	80	1	4
108.134.131.212	80	108.157.147.212	80	0	4
229.180.168.186	42	229.130.227.242	37	0	4
229.180.168.186	42	108.197.211.186	80	1	4
135.123.173.249	80	212.125.151.242	53	0	4
212.213.152.249	25	159.241.237.242	37	0	4
229.129.179.242	80	212.125.151.242	53	1	4
159.249.219.196	80	159.216.234.186	25	0	4
212.254.155.212	53	212.141.150.212	42	0	4
212.254.155.212	53	108.121.100.249	42	1	4
212.175.187.212	37	159.216.234.186	25	1	4
159.217.224.186	25	135.226.134.242	53	0	4
159.217.224.186	25	108.213.107.242	25	1	4
212.154.154.196	25	212.193.214.242	25	0	4
229.249.125.186	37	159.169.238.196	42	0	4
159.235.234.242	80	135.162.152.196	25	0	4
135.252.182.242	80	159.226.162.249	42	0	4
229.194.198.186	80	135.187.221.196	80	0	4
212.186.162.196	53	212.178.172.196	37	0	4
135.252.182.242	80	135.204.169.196	25	1	4
229.103.191.212	53	229.144.221.196	53	0	4
229.252.250.186	42	159.215.178.212	42	0	4
108.253.119.186	25	212.151.160.249	42	0	4
108.181.212.212	25	135.204.153.186	25	0	4
108.253.119.186	25	135.100.255.186	25	1	4
212.239.194.242	25	229.198.118.212	80	0	4
108.183.131.242	42	212.128.107.249	53	0	4
229.226.129.186	53	159.125.131.249	42	0	4
108.139.153.249	80	159.204.113.186	53	0	4
108.114.205.186	37	159.204.113.186	53	1	4
229.222.211.212	25	212.164.240.196	42	0	4
229.153.184.186	53	159.101.207.186	42	0	4
212.208.148.242	80	108.114.131.186	42	0	4
135.130.137.186	53	212.163.157.249	42	0	4
159.144.168.242	80	159.244.107.249	42	0	4
108.159.105.249	53	159.254.112.186	80	0	4
159.172.201.212	25	135.200.102.186	80	0	4
229.180.119.196	25	159.134.136.249	53	0	4
159.161.202.242	37	159.255.144.212	37	0	4
212.248.195.249	42	229.169.220.249	37	0	4
159.148.104.212	42	229.207.226.212	37	0	4
108.255.207.186	37	212.181.107.242	80	0	4
212.143.188.242	80	229.240.122.186	37	0	4
159.117.181.249	80	135.156.128.242	80	0	4
229.231.246.249	53	135.239.145.242	80	0	4
229.116.133.186	42	135.233.232.212	37	0	4
108.156.199.212	37	229.165.196.186	25	0	4
229.197.190.212	25	212.126.106.212	25	0	4
135.176.190.242	25	229.165.196.186	25	1	4
229.174.131.212	42	159.248.158.186	80	0	4
212.137.200.186	42	159.198.162.196	53	0	4
135.170.197.212	53	135.219.246.196	42	0	4
229.245.146.249	53	229.124.183.196	53	0	4
135.130.184.212	80	229.171.121.186	42	0	4
212.165.149.249	25	212.236.171.196	37	0	4
